id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,subscribe,predicted,predicted_prob,true_label
4144,30,unemployed,divorced,basic.4y,no,yes,no,telephone,jun,tue,2328,1,65,1,failure,1.4,90.42,-44.0,2.63,5407.25,yes,0,0.12354971965424336,1
5020,32,services,married,high.school,unknown,no,no,telephone,may,tue,1272,2,1008,0,nonexistent,1.1,96.62,-37.45,4.9,5133.89,no,1,0.24057146116785721,0
10937,39,admin.,married,high.school,no,no,no,cellular,may,thu,772,1,992,0,nonexistent,-1.8,94.1,-47.95,1.21,5032.81,no,1,0.3516152966094243,0
12368,40,unemployed,married,unknown,no,yes,no,telephone,aug,thu,272,6,1039,0,nonexistent,-2.9,89.43,-30.11,0.84,4923.91,no,1,0.37089308022249134,0
14433,25,technician,single,professional.course,no,yes,no,cellular,apr,mon,2463,3,858,0,success,-1.8,89.29,-27.15,4.62,5267.39,no,1,0.31414132963914054,0
2128,58,retired,married,university.degree,no,yes,no,cellular,sep,wed,3147,3,600,3,success,-3.4,95.33,-43.88,3.79,5314.53,no,1,0.23450202418305657,0
9889,35,entrepreneur,married,university.degree,no,yes,no,cellular,jul,wed,779,2,555,1,failure,1.4,97.51,-29.52,3.51,4823.59,no,1,0.38564572200027925,0
16770,29,technician,married,university.degree,no,yes,no,telephone,may,tue,704,1,1006,0,nonexistent,1.1,90.04,-35.78,4.95,5128.7,yes,0,0.2021645707493274,1
10366,28,technician,single,university.degree,unknown,no,no,cellular,aug,mon,1469,2,231,6,failure,1.4,94.6,-43.23,3.56,5000.46,no,1,0.2231925993648848,0
15345,36,unemployed,married,unknown,unknown,no,no,cellular,sep,wed,963,1,563,0,success,-3.4,92.77,-50.53,0.64,5174.2,yes,0,0.10096891439236853,1
4541,31,admin.,single,high.school,no,no,no,cellular,jul,mon,4278,6,204,0,success,1.4,92.13,-32.09,1.85,4973.61,yes,0,0.025298185051806883,1
7921,52,entrepreneur,single,unknown,unknown,no,no,telephone,jul,wed,521,0,949,0,nonexistent,1.4,90.25,-43.42,4.71,5468.59,yes,0,0.10409952410617017,1
4936,30,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,560,1,1033,0,nonexistent,1.1,94.65,-34.76,4.66,5191.0,yes,0,0.1016594398550721,1
8346,18,student,single,basic.9y,no,no,no,cellular,apr,tue,2144,3,324,4,nonexistent,-1.8,95.62,-34.13,3.98,5029.22,no,1,0.32360495655485505,0
2547,24,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,683,4,19,2,failure,1.4,90.82,-42.86,3.49,4982.35,yes,0,0.04393337964967795,1
13632,35,management,married,university.degree,no,yes,no,cellular,may,thu,1202,0,813,0,failure,-1.8,91.41,-27.42,3.6,5209.67,no,1,0.35410558953914867,0
5655,42,admin.,single,high.school,no,no,no,cellular,nov,wed,980,1,965,1,failure,-0.1,88.63,-41.7,4.24,5247.75,yes,0,0.1998268240291497,1
14970,46,technician,married,professional.course,no,no,no,cellular,may,thu,3929,1,533,1,success,-1.8,89.98,-35.88,2.82,5371.96,no,1,0.22385550733120022,0
2042,20,technician,single,professional.course,no,no,yes,telephone,may,wed,3597,2,475,2,success,1.1,90.7,-38.49,4.47,5283.96,no,1,0.33669900564390215,0
2451,88,admin.,divorced,high.school,yes,yes,no,cellular,jun,wed,64,44,1031,0,nonexistent,1.4,92.19,-41.67,5.19,5463.36,yes,0,0.20256285657799838,1
16934,55,admin.,married,university.degree,no,yes,yes,cellular,dec,mon,2738,0,867,0,failure,-3.0,91.91,-33.13,1.6,5068.24,no,1,0.3664457888422217,0
17657,26,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,248,1,911,1,success,-1.8,93.87,-36.78,5.04,5077.96,no,1,0.26524067207678953,0
21290,50,admin.,married,university.degree,no,yes,no,cellular,aug,mon,547,2,1020,0,nonexistent,1.4,95.31,-36.42,4.83,5264.69,no,1,0.2453851550515469,0
11406,32,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,425,1,1032,1,failure,-1.8,88.43,-48.27,1.36,4910.43,no,1,0.23834139719823624,0
3262,56,technician,married,professional.course,no,no,no,cellular,oct,tue,2574,1,443,2,success,-3.4,91.58,-25.98,4.6,5125.1,no,1,0.24488927267308808,0
8816,46,housemaid,divorced,university.degree,unknown,unknown,unknown,cellular,nov,fri,142,38,947,3,failure,-0.1,92.11,-41.82,3.52,5152.82,no,1,0.3986594825187699,0
18661,80,self-employed,married,basic.9y,unknown,yes,no,telephone,aug,tue,323,0,744,2,failure,1.4,92.65,-38.24,0.95,5341.28,no,1,0.3806437668571561,0
17652,21,student,single,high.school,no,yes,no,cellular,may,wed,311,1,1036,0,nonexistent,-1.8,95.86,-47.21,1.29,4874.73,no,1,0.3588358609126555,0
11770,30,admin.,single,university.degree,no,yes,no,cellular,aug,fri,917,1,1017,0,nonexistent,1.4,91.38,-34.72,5.06,4992.83,no,1,0.3197453109458934,0
21866,31,housemaid,divorced,basic.6y,no,no,yes,cellular,may,wed,484,1,647,2,failure,-1.8,95.08,-45.0,3.29,5150.66,no,1,0.30709996342962287,0
5648,38,blue-collar,single,basic.4y,no,yes,no,telephone,may,mon,3711,1,189,5,nonexistent,1.1,93.5,-49.47,2.65,5009.54,no,1,0.22100190444927054,0
2843,49,blue-collar,married,basic.4y,no,no,yes,cellular,jun,mon,1619,0,101,3,success,-1.7,87.97,-33.09,1.2,5115.12,yes,0,0.06304935366762165,1
10843,22,services,single,high.school,unknown,yes,no,cellular,may,thu,2723,1,359,0,failure,-1.8,89.65,-39.2,4.82,5161.05,no,1,0.41352166151199765,0
3703,30,admin.,single,university.degree,no,no,no,cellular,nov,tue,709,0,334,0,nonexistent,-0.1,97.23,-37.13,0.65,5390.13,no,1,0.47469989498410314,0
22065,40,technician,single,university.degree,unknown,yes,yes,telephone,jun,mon,377,0,991,0,nonexistent,1.4,90.96,-40.54,4.99,5066.02,no,1,0.23918798197704008,0
4140,72,technician,unknown,basic.6y,no,yes,unknown,telephone,sep,thu,23,34,955,0,nonexistent,-0.1,96.64,-40.9,3.84,5071.1,no,1,0.23531233869692372,0
13964,36,services,married,high.school,no,no,no,cellular,oct,fri,136,0,1044,2,failure,-3.4,90.95,-25.55,0.73,4796.72,no,1,0.35302047134308995,0
9797,34,technician,single,professional.course,no,no,no,cellular,aug,mon,243,0,1028,1,failure,-2.9,92.29,-32.49,0.81,4923.91,no,1,0.3823200385724271,0
15496,41,management,married,university.degree,no,no,no,cellular,nov,thu,4199,0,606,2,success,-0.1,92.32,-30.09,4.61,5012.69,yes,0,0.054115975733536076,1
22414,60,housemaid,divorced,unknown,no,unknown,unknown,cellular,jul,tue,255,3,968,0,nonexistent,1.4,89.5,-42.91,5.03,5207.18,no,1,0.48053158476016256,0
14273,36,housemaid,married,basic.4y,no,no,no,cellular,jul,tue,1933,3,394,2,failure,1.4,95.95,-29.84,3.48,4853.83,no,1,0.2838724933545768,0
11125,63,housemaid,married,basic.4y,no,yes,no,telephone,aug,mon,229,1,5,2,failure,-2.9,89.71,-31.87,0.88,4979.75,yes,0,0.1420093884858444,1
2151,43,admin.,single,basic.9y,no,yes,yes,cellular,jul,mon,266,1,184,1,nonexistent,1.4,90.28,-41.78,2.53,4897.0,yes,0,0.01708622099810131,1
4844,33,housemaid,married,university.degree,no,no,no,cellular,aug,thu,483,3,3,1,success,-2.9,92.47,-30.55,0.89,5330.01,no,1,0.3847522521923717,0
10782,43,entrepreneur,married,basic.4y,no,yes,no,cellular,may,tue,3836,2,373,1,nonexistent,-1.8,92.88,-32.55,1.05,4926.55,yes,0,0.1138191149466149,1
15011,56,housemaid,married,basic.9y,no,yes,yes,cellular,nov,wed,2045,1,352,2,failure,-0.1,95.14,-50.9,2.01,5144.78,no,1,0.4278655873670248,0
9749,34,admin.,married,high.school,no,no,no,telephone,jun,wed,1657,0,517,3,nonexistent,1.4,94.82,-36.72,3.54,4862.68,yes,0,0.06993043305724328,1
9586,59,self-employed,married,professional.course,no,yes,no,cellular,apr,mon,261,4,999,0,nonexistent,-1.8,88.6,-47.8,1.41,5313.26,no,1,0.31243123845724097,0
564,31,admin.,married,university.degree,no,yes,no,cellular,nov,wed,802,1,962,1,failure,-0.1,94.59,-42.71,4.01,4972.38,no,1,0.24232747653598513,0
4485,56,management,married,university.degree,unknown,no,no,cellular,jul,mon,633,1,981,0,nonexistent,1.4,95.04,-43.25,5.13,5348.34,no,1,0.4474183807263694,0
3942,77,unknown,single,university.degree,yes,unknown,yes,cellular,may,fri,31,32,950,0,nonexistent,1.1,96.34,-37.3,4.94,5388.25,no,1,0.4304092126706867,0
6679,95,services,single,university.degree,unknown,unknown,unknown,telephone,aug,fri,150,39,1021,0,nonexistent,1.4,91.01,-34.58,4.76,4977.15,no,1,0.3937768388671605,0
10719,30,services,married,basic.9y,no,no,no,cellular,jun,mon,83,1,999,0,nonexistent,-2.9,89.8,-39.65,1.3,4939.14,yes,0,0.11337963078648665,1
18251,64,retired,divorced,basic.9y,unknown,no,yes,telephone,may,fri,146,13,1025,0,nonexistent,1.4,94.19,-41.29,5.0,5029.43,yes,0,0.09974461967553275,1
14730,33,management,married,high.school,no,yes,yes,cellular,jun,thu,120,2,1012,0,nonexistent,-2.9,96.12,-39.37,1.27,5208.18,no,1,0.23483058038952098,0
5505,32,admin.,single,university.degree,no,no,no,cellular,apr,wed,3888,2,541,1,failure,-1.8,93.31,-32.46,1.61,5435.1,no,1,0.25976410060771415,0
21083,59,entrepreneur,divorced,unknown,unknown,yes,yes,cellular,mar,wed,912,12,477,0,success,1.4,94.75,-34.79,3.22,5047.71,yes,0,0.12980722903742636,1
8391,53,admin.,married,university.degree,no,yes,no,cellular,jun,tue,207,0,1028,0,nonexistent,-2.9,89.89,-41.9,1.22,4969.59,no,1,0.4402217112560114,0
3329,27,housemaid,married,university.degree,unknown,unknown,no,telephone,sep,thu,319,46,1016,0,nonexistent,-2.9,89.7,-38.88,1.24,4847.77,no,1,0.23083937959924256,0
1504,37,blue-collar,married,unknown,unknown,no,no,cellular,may,tue,578,1,589,2,failure,-1.8,91.9,-40.71,2.46,5042.12,no,1,0.2781544346085792,0
222,27,technician,single,university.degree,no,yes,no,cellular,jul,wed,572,1,974,0,nonexistent,1.4,91.85,-42.87,5.21,5243.78,no,1,0.35798812653169704,0
20231,30,admin.,single,university.degree,no,no,no,cellular,nov,tue,3286,2,140,1,success,-3.4,93.98,-33.7,4.33,5315.42,no,1,0.42655193993765605,0
12618,45,admin.,married,university.degree,no,yes,no,cellular,dec,tue,3699,55,162,3,nonexistent,1.4,96.36,-31.76,2.45,4900.36,yes,0,0.11199300536747074,1
11624,35,management,married,university.degree,no,yes,no,cellular,mar,tue,743,5,131,4,nonexistent,-1.8,93.27,-34.35,3.69,4889.08,no,1,0.5,0
8944,58,retired,married,professional.course,unknown,no,yes,cellular,jul,tue,1787,4,1007,0,nonexistent,1.4,95.51,-40.77,4.75,5264.69,no,1,0.5499895268103291,0
19698,86,management,single,high.school,unknown,yes,unknown,cellular,jun,mon,61,9,1044,0,nonexistent,1.4,94.93,-35.77,5.1,5191.5,no,1,0.3825361077687181,0
14544,44,services,single,unknown,yes,unknown,unknown,telephone,jul,wed,1200,29,170,6,success,1.4,95.84,-41.25,1.27,4785.1,yes,0,0.16247931196424586,1
6789,40,management,married,high.school,no,yes,no,cellular,apr,thu,239,1,1002,0,nonexistent,-1.8,94.75,-48.93,1.34,5348.95,no,1,0.38986425889656395,0
18647,38,management,divorced,high.school,no,yes,no,cellular,nov,tue,1218,2,986,0,nonexistent,-0.1,97.86,-41.95,4.02,5414.02,no,1,0.6383241135505383,0
21369,25,admin.,single,university.degree,no,no,no,cellular,nov,fri,365,5,2,1,success,-3.4,97.0,-30.67,0.68,4907.11,no,1,0.6478512243310403,0
16189,49,housemaid,unknown,university.degree,yes,yes,unknown,telephone,jul,wed,144,23,1035,0,nonexistent,1.4,94.48,-43.76,5.13,5154.9,no,1,0.322187546873052,0
4059,54,services,divorced,professional.course,no,yes,no,telephone,apr,wed,162,22,994,0,nonexistent,-1.8,88.51,-46.15,1.41,5043.0,no,1,0.3420035850161468,0
13502,25,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,579,1,995,0,nonexistent,1.4,94.01,-43.76,4.9,5311.74,no,1,0.30701200309500226,0
504,35,admin.,married,high.school,no,no,no,cellular,oct,thu,570,0,915,5,failure,-3.4,93.15,-43.22,0.92,5008.57,no,1,0.29992738790542034,0
11733,30,technician,married,professional.course,no,yes,no,cellular,oct,mon,252,0,9,2,success,-1.1,96.39,-49.64,1.0,5018.19,yes,0,0.19597082195017057,1
8787,39,management,married,university.degree,no,yes,no,cellular,may,tue,461,1,1032,0,nonexistent,-1.8,93.35,-46.56,1.35,4981.82,no,1,0.2787572776624203,0
15623,19,student,single,high.school,no,no,no,cellular,nov,wed,134,1,1002,3,failure,-3.4,90.33,-30.49,0.72,5082.72,yes,0,0.12960636670702944,1
19329,33,admin.,married,university.degree,no,no,no,cellular,apr,thu,3444,1,907,3,nonexistent,-1.8,95.24,-33.48,3.93,5081.88,no,1,0.367781370705114,0
11682,37,blue-collar,married,unknown,no,yes,no,cellular,may,tue,2843,2,110,3,nonexistent,-1.8,89.92,-44.11,1.37,5118.95,no,1,0.28072570265461344,0
12655,32,blue-collar,single,basic.6y,unknown,no,no,cellular,may,wed,1585,0,835,3,nonexistent,-1.8,95.01,-27.87,3.03,5024.3,no,1,0.37778044892370233,0
7579,67,retired,married,basic.4y,no,yes,no,telephone,oct,fri,3895,1,978,1,failure,-1.1,94.99,-47.08,2.96,5060.31,yes,0,0.11111531878386054,1
21139,71,self-employed,unknown,illiterate,no,no,no,cellular,jul,fri,1959,7,142,4,nonexistent,1.1,91.57,-49.5,4.74,5232.23,no,1,0.2555754022167605,0
18213,32,admin.,married,university.degree,no,no,no,telephone,jun,mon,2344,2,447,0,nonexistent,1.4,91.91,-33.42,3.57,5103.48,no,1,0.3036355274456916,0
19091,38,student,single,unknown,no,yes,no,telephone,jun,tue,382,0,1022,0,nonexistent,1.4,93.8,-43.76,4.77,5018.97,no,1,0.5,0
12622,35,management,divorced,university.degree,no,no,no,cellular,aug,mon,2602,3,956,5,nonexistent,1.4,91.99,-33.27,4.59,5342.87,yes,0,0.09331673844315813,1
11649,87,unemployed,divorced,basic.6y,no,yes,no,telephone,jul,thu,4013,52,856,0,failure,1.1,91.24,-28.12,2.45,5232.67,yes,0,0.11814383843957886,1
20343,31,services,married,high.school,no,yes,no,telephone,jun,fri,2169,1,918,0,success,1.4,90.42,-35.72,1.59,5178.0,no,1,0.2345690187496564,0
11889,31,admin.,single,high.school,unknown,no,no,cellular,jul,mon,572,2,997,0,nonexistent,1.4,93.91,-40.86,5.0,5311.74,yes,0,0.13945039359196018,1
19371,48,management,married,university.degree,no,no,no,telephone,sep,tue,88,1,977,0,nonexistent,-1.1,95.61,-37.57,0.86,4983.45,no,1,0.24355687949217733,0
8050,30,blue-collar,single,university.degree,no,yes,yes,cellular,mar,fri,3049,1,665,4,success,-1.8,90.32,-33.34,0.7,4984.24,no,1,0.31317240509620264,0
7153,37,technician,married,university.degree,unknown,no,no,cellular,aug,fri,1062,1,970,0,nonexistent,1.4,91.1,-36.96,5.07,5405.85,no,1,0.6039634693334125,0
15960,53,management,married,high.school,no,no,no,cellular,aug,mon,725,4,1046,0,nonexistent,1.4,89.23,-36.6,4.97,5212.41,no,1,0.34528286717011536,0
11210,45,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,106,1,11,1,success,-1.8,89.08,-44.99,1.34,4992.01,no,1,0.250518813429377,0
1636,82,retired,married,university.degree,no,no,no,cellular,aug,fri,974,2,109,1,success,-2.9,90.7,-31.6,2.01,5144.82,no,1,0.45610233306965126,0
6791,61,services,married,basic.4y,no,yes,no,telephone,aug,wed,795,6,1006,0,nonexistent,1.4,97.18,-36.46,4.81,5489.5,no,1,0.24197738714037748,0
4203,31,admin.,single,university.degree,no,yes,no,cellular,jun,thu,106,1,3,2,success,-2.9,95.38,-40.35,1.28,5213.25,no,1,0.4836028526938802,0
10510,54,admin.,married,university.degree,no,yes,no,cellular,jun,thu,505,0,401,4,success,-2.9,95.52,-48.83,0.87,5128.86,no,1,0.567479417530715,0
16566,37,blue-collar,married,professional.course,no,yes,yes,cellular,nov,wed,1679,1,159,1,failure,-0.1,92.89,-45.93,0.85,4779.39,no,1,0.24907519164348932,0
12404,31,technician,divorced,professional.course,no,no,no,cellular,mar,tue,120,2,961,0,nonexistent,-1.8,95.81,-49.55,1.61,5114.39,no,1,0.3761768704916805,0
15269,30,admin.,married,high.school,no,yes,no,cellular,jun,wed,333,0,9,1,success,-2.9,93.05,-42.55,1.2,4888.38,no,1,0.4859956993797052,0
13226,39,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,2421,1,672,3,success,-1.8,90.41,-48.47,4.32,5066.58,yes,0,0.11997621047661,1
15319,37,blue-collar,divorced,basic.9y,no,no,no,cellular,may,wed,2227,2,659,1,failure,-1.8,91.53,-41.84,1.83,5078.97,no,1,0.2320791931691626,0
9203,44,services,married,unknown,no,yes,no,cellular,apr,tue,764,3,175,2,nonexistent,-1.8,91.68,-37.49,3.31,5371.79,no,1,0.5512774513431768,0
475,36,technician,married,professional.course,no,no,no,cellular,jul,wed,3880,2,289,6,success,1.4,92.01,-35.53,3.9,5360.77,no,1,0.2214833751235132,0
424,28,admin.,married,university.degree,no,no,no,telephone,may,fri,4669,0,24,5,nonexistent,1.1,94.98,-45.77,3.49,5064.6,yes,0,0.07565274428353642,1
6187,37,admin.,married,high.school,no,no,no,telephone,may,fri,848,1,1021,0,nonexistent,1.1,91.92,-37.6,4.77,5102.75,no,1,0.28221388441422696,0
5524,66,retired,married,high.school,no,yes,no,cellular,nov,mon,4888,3,136,3,failure,-3.4,91.25,-53.12,2.51,5248.86,no,1,0.3470604162775837,0
16016,33,admin.,single,university.degree,no,no,no,cellular,aug,thu,3327,0,519,1,success,-2.9,91.84,-32.23,2.48,5085.44,no,1,0.4487258146208778,0
20605,26,services,single,high.school,no,yes,yes,cellular,may,mon,681,2,1006,1,failure,-1.8,91.59,-46.2,1.27,4890.03,no,1,0.22636768446871366,0
9548,31,technician,single,professional.course,no,no,no,cellular,apr,mon,223,1,1044,0,nonexistent,-1.8,92.7,-47.33,1.45,5343.85,no,1,0.29672908171301876,0
4505,47,admin.,single,high.school,no,no,no,cellular,apr,thu,3690,1,644,4,nonexistent,-1.8,90.21,-39.7,1.77,5227.64,yes,0,0.09165012009368396,1
7586,36,admin.,single,basic.6y,no,yes,no,cellular,may,wed,4705,1,881,1,failure,-1.8,95.62,-49.68,0.99,5269.92,no,1,0.397353526748533,0
10342,57,retired,married,university.degree,no,yes,no,telephone,aug,mon,383,0,94,1,success,-2.9,89.28,-36.05,2.64,5138.18,no,1,0.2506326666301236,0
3036,42,technician,married,professional.course,no,yes,no,cellular,aug,mon,1015,1,974,0,nonexistent,1.4,94.19,-36.46,5.2,5165.36,no,1,0.47121002327514144,0
14551,30,admin.,single,university.degree,no,no,no,cellular,may,tue,750,0,432,4,failure,-1.8,95.18,-47.23,3.29,5275.21,no,1,0.36359005179054665,0
6706,59,retired,married,basic.9y,no,yes,yes,cellular,sep,fri,108,1,1028,0,nonexistent,-3.4,95.51,-30.81,0.8,5072.69,no,1,0.22552563123788333,0
16219,51,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,1297,2,1022,0,nonexistent,1.4,89.97,-41.2,5.14,5034.66,no,1,0.38627253455305577,0
7572,32,admin.,married,university.degree,no,yes,no,cellular,apr,thu,377,1,1019,1,failure,-1.8,97.26,-46.77,1.37,5088.9,no,1,0.4276869619508328,0
13698,25,admin.,single,university.degree,no,yes,no,cellular,may,thu,4555,2,439,1,nonexistent,-1.8,95.95,-30.72,0.91,5114.47,no,1,0.23095858274635886,0
20889,39,services,divorced,basic.6y,no,yes,no,telephone,may,tue,576,2,9,1,success,-1.8,90.01,-45.87,1.28,5155.19,yes,0,0.159255061515886,1
19105,57,self-employed,divorced,university.degree,no,no,no,cellular,aug,thu,838,1,842,4,failure,-2.9,92.07,-46.76,2.68,5322.63,no,1,0.7398352294708888,0
18115,46,admin.,single,high.school,no,yes,yes,cellular,apr,thu,1104,1,1040,0,nonexistent,-1.8,89.16,-49.07,1.45,5094.0,no,1,0.3813226351330146,0
11891,54,management,married,basic.9y,no,yes,no,cellular,jul,mon,3030,3,471,0,failure,1.4,94.42,-33.17,4.74,5338.04,no,1,0.26711072994287444,0
3352,39,admin.,married,high.school,no,no,no,cellular,may,mon,263,1,954,1,failure,-1.8,94.99,-41.4,3.12,5312.96,yes,0,0.06834601140044397,1
9321,53,blue-collar,married,basic.9y,no,no,no,cellular,nov,mon,1105,1,1041,0,nonexistent,-0.1,96.36,-39.98,4.19,5102.27,yes,0,0.1812270909705453,1
13012,30,admin.,married,high.school,no,yes,no,cellular,apr,thu,1852,0,255,4,success,-1.8,96.8,-36.96,0.87,5436.94,no,1,0.5143480162415139,0
5935,22,services,single,high.school,no,no,no,cellular,jun,wed,2816,0,35,1,nonexistent,-2.9,89.36,-48.55,4.07,5268.11,no,1,0.5989756073595708,0
3735,33,technician,married,professional.course,no,no,no,telephone,mar,thu,289,1,5,1,success,-1.8,89.26,-36.01,0.66,5013.7,no,1,0.6407532961638644,0
20834,35,blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,1401,1,53,5,failure,-1.8,94.12,-28.47,0.66,5392.85,no,1,0.2943146286432741,0
21979,66,retired,single,high.school,unknown,no,unknown,cellular,mar,fri,788,29,960,0,nonexistent,-1.8,97.25,-48.37,1.26,5134.79,no,1,0.2418073081328839,0
13679,61,unknown,married,university.degree,yes,no,unknown,telephone,dec,tue,244,12,1019,0,nonexistent,1.4,95.98,-41.03,4.86,5076.48,no,1,0.39345744415621925,0
4394,38,admin.,divorced,high.school,no,yes,yes,telephone,nov,mon,218,5,993,0,nonexistent,-3.4,90.61,-30.0,0.68,5198.13,no,1,0.3952205437196366,0
20365,33,blue-collar,single,basic.9y,no,yes,no,cellular,nov,thu,277,1,993,1,failure,-0.1,95.06,-41.28,3.89,5216.58,yes,0,0.04956877071616882,1
20757,48,admin.,married,university.degree,no,yes,no,cellular,dec,mon,335,4,6,2,success,-3.0,97.34,-33.52,0.74,5239.51,no,1,0.5,0
3114,28,unemployed,single,high.school,no,no,no,cellular,aug,wed,94,0,3,3,success,-2.9,90.17,-32.9,0.88,5264.01,no,1,0.26216883167994814,0
13873,57,unemployed,single,illiterate,yes,unknown,unknown,cellular,oct,thu,1491,37,957,2,success,-1.8,92.96,-29.13,0.8,5051.32,no,1,0.27097880383666606,0
11185,31,technician,single,university.degree,no,no,no,telephone,jul,thu,1703,1,461,2,success,-1.7,92.52,-28.85,4.42,5346.05,yes,0,0.09550769209535662,1
12861,68,retired,married,basic.4y,no,no,no,cellular,apr,wed,88,1,978,0,nonexistent,-1.8,96.05,-48.98,1.48,5170.48,no,1,0.32756850974393714,0
7218,27,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,2656,0,315,5,nonexistent,-1.8,90.41,-37.99,3.92,4902.3,no,1,0.41969330710908637,0
4772,27,unemployed,unknown,professional.course,no,yes,no,telephone,mar,mon,373,38,975,1,failure,-1.8,98.03,-35.46,0.64,5128.9,no,1,0.24761248552516363,0
19791,31,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,4728,4,7,3,failure,-1.8,91.24,-36.94,1.09,5253.87,no,1,0.6302157390609158,0
9129,35,admin.,single,university.degree,no,no,no,cellular,nov,thu,652,2,965,0,nonexistent,-0.1,97.67,-41.79,4.07,5008.75,no,1,0.36864601031554217,0
14143,34,services,married,professional.course,no,yes,yes,cellular,jul,thu,3475,3,534,6,success,1.4,98.95,-41.72,3.96,5188.95,yes,0,0.16519730339835217,1
2859,34,admin.,single,high.school,no,unknown,unknown,cellular,may,fri,4281,1,550,0,failure,-1.8,92.39,-33.26,3.63,5319.03,yes,0,0.1914951627313745,1
5129,36,admin.,single,high.school,no,yes,no,cellular,oct,mon,2493,1,584,5,success,-3.4,89.18,-44.04,0.86,5139.59,no,1,0.29145100382712674,0
17674,34,admin.,divorced,high.school,no,yes,no,cellular,apr,thu,276,1,1016,0,nonexistent,-1.8,96.51,-45.16,1.33,5124.59,no,1,0.4794822647885795,0
20447,52,management,married,university.degree,unknown,no,no,cellular,jul,thu,717,0,980,0,nonexistent,1.4,95.42,-43.89,4.96,5128.76,no,1,0.3407748276456298,0
2648,30,management,married,university.degree,no,no,yes,cellular,jul,mon,862,5,997,0,nonexistent,1.4,93.63,-42.23,4.82,5479.04,no,1,0.36625166614078475,0
20289,72,unknown,unknown,basic.6y,yes,no,unknown,telephone,aug,wed,139,11,992,1,failure,-1.8,96.98,-47.77,1.2,5134.79,no,1,0.24345476677886552,0
20931,58,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,3264,0,298,3,failure,-1.8,96.4,-28.04,1.17,4898.72,no,1,0.2319756725633967,0
4526,52,housemaid,married,university.degree,no,no,no,cellular,aug,wed,1488,2,969,5,nonexistent,-2.9,90.66,-30.74,3.17,4812.79,no,1,0.7650375614166546,0
15645,18,blue-collar,unknown,basic.9y,yes,yes,unknown,telephone,sep,tue,61,1,1017,0,nonexistent,-1.8,93.54,-44.25,1.24,5068.5,no,1,0.29955275154458605,0
12026,43,admin.,single,professional.course,no,no,no,cellular,apr,tue,259,1,1036,0,nonexistent,-1.8,96.61,-48.88,1.41,5032.81,no,1,0.5312262218204589,0
